FISCAL_YEAR,SYSTEM_CODE,LOCATION_CODE,LOCATION_NAME,BEDS_NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,New Georeferenced Column
2019,307500012186,X186,P186X Walter J. Damrosch School,307500012186,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",1990-12-06T00:00:00.000,Open,X136,750 JENNINGS STREET,NY,1012533,242191,40.831388,-73.897797,203,16,15100,2029690001,BX35,Morrisania-Melrose,AVA KAPLAN,Principal,718-378-0006,718-589-9544,12,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE FSC,Tillman Roberto,Children First Network 751,,,,,POINT (40.831388 -73.897797)
2019,320800011293,X293,Renaissance High School for Musical Theater and th,320800011293,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X405,3000 EAST TREMONT AVENUE,NY,1028637,245271,40.839775,-73.839583,210,13,19400,2053680001,BX52,Schuylerville-Throgs Neck-Edgewater Park,MARIA HERRERA,Principal,718-430-6390,718-430-6308,11,HS02,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",POINT (40.839775 -73.839583)
2019,332300010298,K298,P.S. 298 Dr. Betty Shabazz,332300010298,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1960-07-01T00:00:00.000,Open,K298,85 WATKINS STREET,NY,1009849,183759,40.671015,-73.907718,316,37,90600,3035070007,BK81,Brownsville,Jonathan Dill,Principal,718-495-7793,718-566-8770,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,,School Support Team 7- Brooklyn North,,,,,POINT (40.671015 -73.907718)
2019,342800011620,Q620,Thomas A. Edison Career and Technical Education Hi,342800011620,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1959-07-01T00:00:00.000,Open,Q620,165-65 84 AVENUE,NY,1039778,200224,40.716071,-73.799692,408,24,45200,4098670002,QN35,Briarwood-Jamaica Hills,Moses Ojeda,Principal,718-297-6580,718-658-0365,28,HS08,,,Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",POINT (40.716071 -73.799692)
2019,342400010343,Q343,The Children's Lab School,342400010343,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","0K,01,02,03,04,05",2014-07-01T00:00:00.000,Open,Q313,45-45 42ND STREET,NY,1005792,209619,40.74258,-73.922604,402,26,18102,4001690006,QN31,Hunters Point-Sunnyside-West Maspeth,Brooke Barr,Principal,718-361-3300,718-361-3305,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,,,,,POINT (40.74258 -73.922604)
2019,332000010247,K247,P.S. 247 Brooklyn,332000010247,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1937-07-01T00:00:00.000,Open,K247,7000 21 AVENUE,NY,987805,162335,40.612247,-73.987195,311,47,25800,3061740036,BK28,Bensonhurst West,CHRISTOPHE OGNO,Principal,718-236-4205,718-331-8563,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,POINT (40.612247 -73.987195)
2019,331800010233,K233,P.S. 233 Langston Hughes,331800010233,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1930-07-01T00:00:00.000,Open,K233,9301 AVENUE B,NY,1008035,176699,40.651642,-73.914282,317,42,93000,3047530001,BK96,Rugby-Remsen Village,DENEAN STEPHENS,Principal,718-346-8103,718-345-3078,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,,,,,POINT (40.651642 -73.914282)
2019,332100011344,K344,Rachel Carson High School for Coastal Studies,332100011344,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K303,521 WEST AVENUE,NY,992025,151505,40.582518,-73.972009,313,47,35400,3072500025,BK23,West Brighton,EDWARD WILENSKY,Principal,718-265-0329,718-372-2514,21,HS06,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",POINT (40.582518 -73.972009)
2019,332100011572,K572,Expeditionary Learning School for Community Leader,332100011572,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051,155333,40.593028,-73.986313,313,47,30600,3068830001,BK26,Gravesend,Thomas Mullen,Principal,718-333-7700,718-333-7725,21,HS12,,,Affinity Group,,School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY",POINT (40.593028 -73.986313)
2019,307500015373,R373,P.S. R373,307500015373,DOE,Special Education,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,SE",1993-08-16T00:00:00.000,Open,R040,91 HENDERSON AVENUE,NY,957759,172890,40.64118,-74.095454,501,49,8100,5000730064,SI22,West New Brighton-New Brighton-St. George,Paulette Benevento,Principal,718-816-8897,718-727-6867,31,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE FSC,Tillman Roberto,Children First Network 751,,,,,POINT (40.64118 -74.095454)
2019,342700010253,Q253,P.S. 253,342700010253,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2004-07-01T00:00:00.000,Open,Q253,1307 CENTRAL AVENUE,NY,1054000,160613,40.607247,-73.748799,414,31,103202,4155410001,QN15,Far Rockaway-Bayswater,Phoebe Grant Robinson,I.A. Principal,718-327-0895,718-327-3964,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,,,,,POINT (40.607247 -73.748799)
2019,331700010289,K289,P.S. 289 George V. Brower,331700010289,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1959-07-01T00:00:00.000,Open,K289,900 ST MARKS AVENUE,NY,1000227,184927,40.674244,-73.942401,308,36,34100,3012290028,BK61,Crown Heights North,MARC MARDY,I.A. Principal,718-493-3824,718-467-3735,17,K817,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,,,,,POINT (40.674244 -73.942401)
2019,331300010133,K133,P.S. 133 William A. Butler,331300010133,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1900-07-01T00:00:00.000,Open,K317,610 BALTIC STREET,NY,989671,186989,40.679916,-73.980455,306,39,12901,3009400111,BK37,Park Slope-Gowanus,HEATHER FOSTER MANN,Principal,718-398-5320,718-385-5325,13,K813,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",Field Support Center - Brooklyn North,,School Support Team 3- Brooklyn North,,,,,POINT (40.679916 -73.980455)
2019,321100010169,X169,Baychester Academy,321100010169,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2009-07-01T00:00:00.000,Open,X169,3500 EDSON AVENUE,NY,1028664,260416,40.881344,-73.839386,212,12,46000,2048940001,BX03,Eastchester-Edenwald-Baychester,Kendra Gardner,I.A. Principal,718-325-1138,718-325-1558,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,,POINT (40.881344 -73.839386)
2019,332200010152,K152,School of Science & Technology,332200010152,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1907-07-01T00:00:00.000,Open,K152,725 EAST  23 STREET,NY,996943,169760,40.632619,-73.954269,314,45,77200,3075510026,BK42,Flatbush,Gina Smalley,Principal,718-434-5222,718-859-5965,22,K822,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,,POINT (40.632619 -73.954269)
2019,321200011267,X267,Bronx Latin,321200011267,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,X158,800 HOME STREET,NY,1011761,240567,40.826933,-73.900593,203,16,13100,2026710011,BX33,Longwood,Annette Fiorentino,Principal,718-991-6349,718-991-6627,12,HS07,,,Affinity Group,,School Support Team 2- Affinity Group,,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",POINT (40.826933 -73.900593)
2019,321200010383,X383,Emolior Academy,321200010383,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2008-07-01T00:00:00.000,Open,X167,1970 WEST FARMS ROAD,NY,1017473,245079,40.839297,-73.879931,206,17,6000,2030210038,BX75,Crotona Park East,Michael Abbey,Principal,718-842-2670,718-842-2857,12,X812,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 5- Bronx,,,,,POINT (40.839297 -73.879931)
2019,321100010016,X016,P.S. 016 Wakefield,321100010016,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1909-07-01T00:00:00.000,Open,X016,4550 CARPENTER AVENUE,NY,1024546,268048,40.902311,-73.854231,212,11,41400,2050760031,BX62,Woodlawn-Wakefield,Eduardo Calderon,Principal,718-324-1262,718-324-8370,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,,,,,POINT (40.902311 -73.854231)
2019,321000011438,X438,Fordham Leadership Academy,321000011438,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058,252424,40.859466,-73.888625,206,15,38700,2030590001,BX06,Belmont,Fiorella Cabrejos,Principal,718-733-5024,718-295-3674,10,HS02,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",POINT (40.859466 -73.888625)
2019,331500010010,K010,"Magnet School of Math, Science and Design Technolo",331500010010,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1930-07-01T00:00:00.000,Open,K010,511 7 AVENUE,NY,988149,180065,40.660912,-73.985946,307,38,14900,3008690001,BK37,Park Slope-Gowanus,LAURA SCOTT,Principal,718-965-1190,718-369-1736,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,,School Support Team 5- Brooklyn North,,,,,POINT (40.660912 -73.985946)
2019,342700010062,Q062,P. S. 62 - Chester Park School,342700010062,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1955-07-01T00:00:00.000,Open,Q062,97-25 108 STREET,NY,1029852,190107,40.688359,-73.835567,409,28,11000,4094100001,QN54,Richmond Hill,ANGELA ODOWD,Principal,718-286-4460,718-286-4465,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,,POINT (40.688359 -73.835567)
2019,331600860847,K731,Brooklyn Excelsior Charter School,331600860847,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2003-07-01T00:00:00.000,Open,KAQX,856 QUINCY STREET,NY,1005025,190514,40.689569,-73.925087,303,41,38700,3016330058,BK35,Stuyvesant Heights,Christopher Petty,PRINCIPAL,718-246-5681,718-246-5864,16,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.689569 -73.925087)
2019,342400010049,Q049,P.S. 049 Dorothy Bonawit Kole,342400010049,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1933-07-01T00:00:00.000,Open,Q049,63-60 80th Street,NY,1018763,201459,40.719567,-73.875493,405,30,66300,4029900045,QN21,Middle Village,Thomas Carty,Principal,718-326-2111,718-894-3026,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,,,,,POINT (40.719567 -73.87549300000002)
2019,307500013369,K369,P.S. K369 - Coy L. Cox School,307500013369,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1922-07-01T00:00:00.000,Open,K369,383 STATE STREET,NY,988878,189727,40.687432,-73.983312,302,33,4100,3001720055,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Majorie Dalrymple,Principal,718-852-1701,718-624-6746,15,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE FSC,Tillman Roberto,Children First Network 751,,,,,POINT (40.687432 -73.983312)
2019,342400011585,Q585,Maspeth High School,342400011585,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2011-07-01T00:00:00.000,Open,Q585,54-40 74TH STREET,NY,1015317,204929,40.729104,-73.887909,405,30,49302,4028030001,QN30,Maspeth,KHURSHID ABDUL MUTAKABBI,Principal,718-803-7100,718-803-7105,24,HS03,,,Affinity Group,,School Support Team 1- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.729104 -73.887909)
2019,353100010027,R027,I.S. 027 Anning S. Prall,353100010027,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1963-07-01T00:00:00.000,Open,R027,11 CLOVE LAKE PLACE,NY,951546,168202,40.628291,-74.117818,501,49,12500,5003080001,SI22,West New Brighton-New Brighton-St. George,Matthew Barone,Principal,718-981-8800,718-815-4677,31,R831,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",Field Support Center - Staten Island,"Ramones, Kimberly",School Support Team 2- Staten Island,,,,,POINT (40.628291 -74.117818)
2019,333200010349,K349,"I.S. 349 Math, Science & Tech.",333200010349,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,K111,35 STARR STREET,NY,1004231,194609,40.70081,-73.927938,304,34,42300,3031850001,BK78,Bushwick South,TIFFANY PENDOLA,Principal,718-418-6389,718-418-6146,32,K832,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",Field Support Center - Brooklyn North,,School Support Team 2- Brooklyn North,,,,,POINT (40.70081 -73.927938)
2019,331300010256,K256,P.S. 256 Benjamin Banneker,331300010256,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1959-07-01T00:00:00.000,Open,K256,114 KOSCIUSZKO STREET,NY,998224,190883,40.690595,-73.94961,303,36,25300,3017840020,BK75,Bedford,SHARYN HEMPHILL,Principal,718-857-9820,718-783-7384,13,K813,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",Field Support Center - Brooklyn North,,School Support Team 3- Brooklyn North,,,,,POINT (40.690595 -73.94961)
2019,332300010155,K155,P.S./ I.S. 155 Nicholas Herkimer,332300010155,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1908-07-01T00:00:00.000,Open,K155,1355 HERKIMER STREET,NY,1009579,186170,40.677634,-73.908682,316,37,36900,3015520043,BK79,Ocean Hill,MICHELLE MANNS,Principal,718-240-4340,718-345-9064,23,K823,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",Field Support Center - Brooklyn North,,School Support Team 7- Brooklyn North,,,,,POINT (40.677634 -73.908682)
2019,332200011535,K535,Leon M. Goldstein High School for the Sciences,332200011535,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002-07-01T00:00:00.000,Open,K535,1830 SHORE BOULEVARD,NY,1002459,149994,40.578356,-73.934449,315,48,61600,3087600060,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Scott Hughes,Principal,718-368-8500,718-368-8555,22,HS06,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",POINT (40.578356 -73.934449)
2019,342700010090,Q090,P.S. 090 Horace Mann,342700010090,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1909-07-01T00:00:00.000,Open,Q090,86-50 109 STREET,NY,1028751,193127,40.696653,-73.839517,409,32,12800,4092040028,QN54,Richmond Hill,ADRIENNE UBERTINI,Principal,718-847-3370,718-847-2965,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,,,,,POINT (40.696653 -73.839517)
2019,342500011252,Q252,"Queens School of Inquiry, The",342500011252,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,Q168,158-40 76 ROAD,NY,1037086,203178,40.724195,-73.80938,408,24,125700,4068260001,QN37,Kew Gardens Hills,MEREDITH INBAL,Principal,718-380-6929,718-380-6809,25,HS03,,,Affinity Group,,School Support Team 1- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.724195 -73.80938)
2019,321000011437,X437,Fordham High School for the Arts,321000011437,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058,252424,40.859466,-73.888625,206,15,38700,2030590001,BX06,Belmont,IRIS BLIGE,Principal,718-733-4656,718-295-3605,10,HS02,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",POINT (40.859466 -73.888625)
2019,331600010026,K026,P.S. 026 Jesse Owens,331600010026,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1956-07-01T00:00:00.000,Open,K026,1014 LAFAYETTE AVENUE,NY,1003152,191221,40.6921,-73.9317,303,36,29100,3016160001,BK35,Stuyvesant Heights,Cynthia Celestine,Principal,718-919-5707,718-574-2803,16,K816,COMMUNITY SCHOOL DISTRICT 16,"AMON, RAHESHA",Field Support Center - Brooklyn North,,School Support Team 7- Brooklyn North,,,,,POINT (40.6921 -73.9317)
2019,321100011275,X275,High School of Computers and Technology,321100011275,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X425,800 EAST GUN HILL ROAD,NY,1022511,258157,40.875172,-73.861649,212,12,37200,2046330040,BX44,Williamsbridge-Olinville,David Wills,Principal,718-696-3930,718-696-3950,11,HS02,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",POINT (40.875172 -73.861649)
2019,332000010192,K192,P.S. 192 - The Magnet School for Math and Science,332000010192,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1924-07-01T00:00:00.000,Open,K192,4715 18 AVENUE,NY,989929,168366,40.6288,-73.97954,312,44,47600,3054450001,BK88,Borough Park,LISET ISAAC,Principal,718-633-3061,718-871-8721,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,,,,,POINT (40.6288 -73.97954)
2019,331300861077,K879,Brooklyn Prospect Charter School Downtown,331300861077,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2016-07-01T00:00:00.000,Open,KBEQ,1104 FULTON STREET,NY,996223,187423,40.681102,-73.956832,303,36,227,3020160030,BK69,Clinton Hill,Jumaane Saunders/Jackie Deluca,Principal,,,13,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.681102 -73.956832)
2019,331500010058,K058,P.S. 058 The Carroll,331500010058,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1957-07-01T00:00:00.000,Open,K058,330 SMITH STREET,NY,985502,187157,40.680379,-73.995486,306,39,7700,3004490015,BK33,Carroll Gardens-Columbia Street-Red Hook,Katherine Dellostritto,Principal,718-330-9322,718-596-2969,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,,School Support Team 5- Brooklyn North,,,,,POINT (40.680379 -73.995486)
2019,331500010516,K516,Sunset Park Avenues Elementary School,331500010516,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,K333,4222 4TH AVENUE,NY,981864,176418,40.650793,-74.008106,307,38,8200,3007230025,BK32,Sunset Park West,JESSICA KNUDSON,Acting Principal,718-369-8330,718-965-7685,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,,School Support Team 5- Brooklyn North,,,,,POINT (40.650793 -74.008106)
2019,332100010288,K288,P.S. 288 The Shirley Tanyhill,332100010288,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1962-07-01T00:00:00.000,Open,K288,2950 WEST  25 STREET,NY,986363,148411,40.574029,-73.992393,313,47,34200,3070540045,BK21,Seagate-Coney Island,Qadir Dixon,Principal,718-382-2100,718-382-2111,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,,,,,POINT (40.574029 -73.992393)
2019,321100011418,X418,Bronx High School for the Visual Arts,321100011418,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X839,2040 ANTIN PL,NY,1021753,249559,40.851577,-73.864438,211,13,22800,2042900048,BX49,Pelham Parkway,IRIS WITHERSPOON,Principal,718-319-5160,718-319-5165,11,HS02,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",POINT (40.851577 -73.864438)
2019,331300011674,K674,"City Polytechnic High School of Engineering, Archi",331300011674,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2009-07-01T00:00:00.000,Open,K580,105 TECH PLACE,NY,988103,192646,40.695444,-73.986105,302,33,1300,3001310001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,April Mckoy,Principal,718-875-1473,718-875-1947,13,HS03,,,Affinity Group,,School Support Team 1- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.695444 -73.986105)
2019,321000011442,X442,"Celia Cruz Bronx High School of Music, The",321000011442,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719,255917,40.869061,-73.897066,207,11,40900,2032470070,BX28,Van Cortlandt Village,Jerrod Mabry,Principal,718-329-8550,718-329-8559,10,HS03,,,Affinity Group,,School Support Team 1- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.869061 -73.897066)
2019,331500860953,K730,Summit Academy Charter School,331500860953,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Open,K027,27 HUNTINGTON STREET,NY,982821,186259,40.677914,-74.005151,306,38,5900,3005250001,BK33,Carroll Gardens-Columbia Street-Red Hook,Natasha Campbell,Executive Director,718-875-1403,718-875-1891,15,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.677914 -74.005151)
2019,342400010007,Q007,P.S. 007 Louis F. Simeone,342400010007,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03",1994-07-01T00:00:00.000,Open,Q007,80-55 CORNISH AVENUE,NY,1016826,208771,40.739644,-73.882446,404,25,48500,4015380075,QN50,Elmhurst-Maspeth,Jason Chin,Principal,718-446-2726,718-397-7916,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",Field Support Center - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,,,,,POINT (40.739644000000006 -73.882446)
2019,331600010243,K243,P.S. 243K- The Weeksville School,331600010243,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1962-07-01T00:00:00.000,Open,K243,1580 DEAN STREET,NY,1002254,185450,40.675675,-73.935093,308,36,30900,3013470001,BK61,Crown Heights North,KAREN HAMBRIGHT-GLOVE,Principal,718-604-6909,718-604-6914,16,K816,COMMUNITY SCHOOL DISTRICT 16,"AMON, RAHESHA",Field Support Center - Brooklyn North,,School Support Team 4- Brooklyn North,,,,,POINT (40.675675 -73.935093)
2019,342800010206,Q206,P.S. 206 The Horace Harding School,342800010206,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q206,61-02 98 STREET,NY,1022771,206738,40.73404,-73.861004,406,29,71702,4020830123,QN18,Rego Park,Joan Thomas,Principal,718-592-0300,718-271-7011,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",Field Support Center - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,,POINT (40.73404 -73.861004)
